X,Y,OBJECTID,PRJ_NUMBER,FILE_NUMBR,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,TYPE,OPERATING,OP_CLASS,LOTS,APPDATE,PRISTATUS,SECSTATUS,ONUMBER,OROUTE,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GOOGLEMAP,GCID,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE
-80.14381908,25.98718338,1147,PRMY003582,7811,MICKEY'S MOBILE HOME PARK,512 NE 1 CT,HALLANDALE,33009,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,19,10/5/2000,APPROVED, ,DE00021810, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [512 NE 1ST CT, HALLANDALE, FLORIDA, 33009]",25.98718338,-80.14381908,17RNJ8569674545,https://www.google.com/maps/place/17RNJ8569674545,1147,MICKEY'S MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.7828194,27.98150832,1148,PRMY002098,7269,MID LAKES MOBILE HOME PARK,6509 THORNHILL RD,WINTER HAVEN,33880,POLK,MOBILE HOME PARK,PRIVATE,PRIVATE,12,11/7/1984,APPROVED, ,DE43938, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [6509 THORNHILL RD, WINTER HAVEN, FLORIDA, 33880]",27.98150832,-81.7828194,17RML2301795401,https://www.google.com/maps/place/17RML2301795401,1148,MID LAKES MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.67896106,26.68848036,1149,PRMZ001602,9246,MID-CITY TRAILER PARK,300 NW 11TH ST,BELLE GLADE,33430,PALM BEACH,MOBILE HOME PARK,PRIVATE,PRIVATE,42,5/13/1987,APPROVED, ,DE00012539,C/O CYNTHIA LUTZ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [300 NW 11TH ST, BELLE GLADE, FLORIDA, 33430]",26.68848036,-80.67896106,17RNK3193951973,https://www.google.com/maps/place/17RNK3193951973,1149,MID-CITY TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.77389141,28.87292133,1150,PRMZ001251,8935,MID-FLORIDA LAKES YACHT CLUB,201 FOREST DR,LEESBURG,34788,LAKE,MOBILE HOME PARK,PRIVATE,PRIVATE,1226,12/24/1985,APPROVED, ,DE00018972,BUSINESS LICENSES LLC,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [201 FOREST DR, LEESBURG, FLORIDA, 34788]",28.87292133,-81.77389141,17RMM2453094153,https://www.google.com/maps/place/17RMM2453094153,1150,MID-FLORIDA LAKES YACHT CLUB,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.73700111,28.7999729,1151,PRMZ001889,9482,MID-LAKES RESORT,1 CANAL PL,TAVARES,32778,LAKE,MOBILE HOME PARK,PRIVATE,PRIVATE,69,8/21/1985,APPROVED, ,DE00018116, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [1 CANAL PL, TAVARES, FLORIDA, 32778]",28.7999729,-81.73700111,17RMM2807786048,https://www.google.com/maps/place/17RMM2807786048,1151,MID-LAKES RESORT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.5753497,27.47516084,1152,PRMY002754,7509,MILES TRAILER PARK,2801 14TH ST W,BRADENTON,34205,MANATEE,MOBILE HOME PARK,PRIVATE,PRIVATE,20,9/23/1986,APPROVED, ,DE44760, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2801 14TH ST W, BRADENTON, FLORIDA, 34205]",27.47516084,-82.5753497,17RLL4435240053,https://www.google.com/maps/place/17RLL4435240053,1152,MILES TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.39124902,28.32885019,1153,PRMZ001395,9062,MILL CREEK RV RESORT,2775 MICHIGAN AVE (CA531),KISSIMMEE,34744,OSCEOLA,MOBILE HOME PARK,PRIVATE,PRIVATE,32,10/22/1985,APPROVED, ,DE39914, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2775 MICHIGAN AVE, KISSIMMEE, FLORIDA, 34744]",28.32885019,-81.39124902,17RMM6164933694,https://www.google.com/maps/place/17RMM6164933694,1153,MILL CREEK RV RESORT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.83831497,29.17591329,1154,PRMZ000479,8263,MILL DAM LAKE RESORT,18975 E HWY 40,SILVER SPRINGS,34488,MARION,MOBILE HOME PARK,PRIVATE,PRIVATE,130,10/2/1985,APPROVED, ,DE44025,ATTN-FRANCES SILVER,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [18975 E HIGHWAY 40, SILVER SPRINGS, FLORIDA, 34488]",29.17591329,-81.83831497,17RMN1848527766,https://www.google.com/maps/place/17RMN1848527766,1154,MILL DAM LAKE RESORT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-84.88186406,29.73811075,1155,PRMY003073,7644,MILLENDERS TRAILER PARK,WASHINGTON STREET,EASTPOINT,32328,FRANKLIN,MOBILE HOME PARK,PRIVATE,PRIVATE,25,9/15/1989,APPROVED, ,DE00015528, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETNAME, SCORE: 96.07, [WASHINGTON ST, EASTPOINT, FLORIDA, 32328]",29.73811075,-84.88186406,16RGT0484791645,https://www.google.com/maps/place/16RGT0484791645,1155,MILLENDERS TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-84.36597536,30.27733032,1156,PRMY003506,7795,MILLER MOBILE HOME PARK,2227 BUCK MILLER ROAD,WAKULLA SPRINGS,32327,LEON,MOBILE HOME PARK,PRIVATE,PRIVATE,13,10/1/1992,APPROVED, ,DE00019373, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETNAME, SCORE: 96.04, [BUCK MILLER RD, WAKULLA SPRINGS, FLORIDA, 32327]",30.27733032,-84.36597536,16RGU5338052454,https://www.google.com/maps/place/16RGU5338052454,1156,MILLER MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.86439713,28.7258766,1157,PRMY002379,7353,MIMS TRAILER PARK,2291 N US HWY 1,MIMS,32754,BREVARD,MOBILE HOME PARK,PRIVATE,PRIVATE,21,4/29/1985,APPROVED, ,DE43828,C/O DONALD S MINNICK,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETNAME, SCORE: 95.84, [US-1 S, MIMS, FLORIDA, 32754]",28.7258766,-80.86439713,17RNM1324277623,https://www.google.com/maps/place/17RNM1324277623,1157,MIMS TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.65744993,28.10660855,1158,PRMZ001637,9275,MINERVA MOBILE HOME PARK,2800 HIGHWAY 17- 92 WEST,HAINES CITY,33844,POLK,MOBILE HOME PARK,PRIVATE,PRIVATE,72,5/20/1987,APPROVED, ,DE45019, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2800 US HIGHWAY 17 92 W, HAINES CITY, FLORIDA, 33844]",28.10660855,-81.65744993,17RMM3542109187,https://www.google.com/maps/place/17RMM3542109187,1158,MINERVA MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.74699206,28.54307645,1159,PR7481,7502,MINNEHAHA TRAILER PARK,660 HOOK ST,CLERMONT,34711,LAKE,MOBILE HOME PARK,PRIVATE,PRIVATE,45,3/7/2007,APPROVED, ,DE42253, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [660 HOOK ST, CLERMONT, FLORIDA, 34711]",28.54307645,-81.74699206,17RMM2692457592,https://www.google.com/maps/place/17RMM2692457592,1159,MINNEHAHA TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.82767034,28.6250834,1160,PRMZ000654,8414,MISSILE VIEW MHP,2135 MAYFAIR WAY,TITUSVILLE,32796,BREVARD,MOBILE HOME PARK,PRIVATE,PRIVATE,115,4/17/1987,APPROVED, ,DE45187, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2135 MAYFAIR WAY, TITUSVILLE, FLORIDA, 32796]",28.6250834,-80.82767034,17RNM1684566461,https://www.google.com/maps/place/17RNM1684566461,1160,MISSILE VIEW MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.75545038,28.41631184,1161,PRMZ000689,8444,MISSILE VIEW TP,3715 N COCOA BLVD,COCOA,32926,BREVARD,MOBILE HOME PARK,PRIVATE,PRIVATE,34,9/20/1985,APPROVED, ,DE43377, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [3715 N COCOA BLVD, COCOA, FLORIDA, 32926]",28.41631184,-80.75545038,17RNM2395243345,https://www.google.com/maps/place/17RNM2395243345,1161,MISSILE VIEW TP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.63458911,27.83758005,1162,PRMZ000868,8599,MOBEL AMERICANA DBA AMERICANA COVE,7201 FIRST ST NE,ST PETERSBURG,33702,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,137,12/24/1985,APPROVED, ,DE00018622, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [7201 1ST ST NE, ST PETERSBURG, FLORIDA, 33702]",27.83758005,-82.63458911,17RLL3903080283,https://www.google.com/maps/place/17RLL3903080283,1162,MOBEL AMERICANA DBA AMERICANA COVE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.65005485,28.17757368,1163,PRMZ000678,8435,MOBILAND BY THE SEA,4400 N HARBOR CITY BLVD,MELBOURNE,32935,BREVARD,MOBILE HOME PARK,PRIVATE,PRIVATE,217,12/16/1985,APPROVED, ,DE00020870, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [4400 N HARBOR CITY BLVD, MELBOURNE, FLORIDA, 32935]",28.17757368,-80.65005485,17RNM3435116923,https://www.google.com/maps/place/17RNM3435116923,1163,MOBILAND BY THE SEA,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.51975048,27.2575767,1164,PRMZ001562,9207,MOBILE ESTATES MOBILE HOME PARK,6741 S TAMIAMI TRAIL,SARASOTA,34231,SARASOTA,MOBILE HOME PARK,PRIVATE,PRIVATE,6,12/17/1985,APPROVED, ,DE00013111, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [6741 S TAMIAMI TRL, SARASOTA, FLORIDA, 34231]",27.2575767,-82.51975048,17RLL4955215879,https://www.google.com/maps/place/17RLL4955215879,1164,MOBILE ESTATES MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.68106127,27.8247382,1165,PRMZ001870,9470,MOBILE MANOR MOBILE HOME PARK,3503 58TH ST N,ST PETERSBURG,33714,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,110,8/1/1985,APPROVED, ,DE00012883,ATTN: SID SHAH,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 90.92, [3503 58TH AVE N, ST PETERSBURG, FLORIDA, 33714]",27.8247382,-82.68106127,17RLL3443478922,https://www.google.com/maps/place/17RLL3443478922,1165,MOBILE MANOR MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.0733321,29.07436596,1166,PRMY002530,7394,MOCKINGBIRD HILL MHP,10210 SE U S HWY 441,BELLEVIEW,34420,MARION,MOBILE HOME PARK,PRIVATE,PRIVATE,13,9/28/1987,APPROVED, ,DE00013975, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [10210 SE US HIGHWAY 441, BELLEVIEW, FLORIDA, 34420]",29.07436596,-82.0733321,17RLN9552916700,https://www.google.com/maps/place/17RLN9552916700,1166,MOCKINGBIRD HILL MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.18578987,28.2763732,1167,PRMZ001004,8720,MOCKINGBIRD MHP,38018 WREN RD,ZEPHYRHILLS,33540,PASCO,MOBILE HOME PARK,PRIVATE,PRIVATE,83,12/31/1985,APPROVED, ,DE00011996,C/O TEMPLE TERRACE VILL//MOCKINGBIRD MHP,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [38018 WREN RD, ZEPHYRHILLS, FLORIDA, 33540]",28.2763732,-82.18578986,17RLM8370428388,https://www.google.com/maps/place/17RLM8370428388,1167,MOCKINGBIRD MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.68397985,26.6976904,1168,PR7354,7375,MOHR'S TRAILER COURT,1309 NW 16TH ST,BELLE GLADE,33430,PALM BEACH,MOBILE HOME PARK,PRIVATE,PRIVATE,49,9/1/2017,APPROVED, ,DE45899, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [1309 NW 16TH ST, BELLE GLADE, FLORIDA, 33430]",26.69769041,-80.68397985,17RNK3143852991,https://www.google.com/maps/place/17RNK3143852991,1168,MOHR'S TRAILER COURT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.7749788,28.83239042,1169,PRMZ001554,9199,"MOLOKAI CO-OP, INC.",ONE HAWAIIAN WAY,LEESBURG,34788,LAKE,MOBILE HOME PARK,PRIVATE,PRIVATE,45,6/25/1985,APPROVED, ,DE00019415, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [1 HAWAIIAN WAY, LEESBURG, FLORIDA, 34788]",28.83239042,-81.7749788,17RMM2439489663,https://www.google.com/maps/place/17RMM2439489663,1169,"MOLOKAI CO-OP, INC.",NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.2084635,26.06295701,1170,PRMZ000726,8474,MOONLIGHT RANCH,4651 GRIFFIN RD,DAVIE,33314,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,65,5/23/1986,APPROVED, ,DE44422,"C/O RIVERSTONE COMMUNITIES, LLC",GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [4651 GRIFFIN RD, DAVIE, FLORIDA, 33314]",26.06295701,-80.2084635,17RNJ7917482896,https://www.google.com/maps/place/17RNJ7917482896,1170,MOONLIGHT RANCH,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.28961095,28.77151756,1171,PRMZ001557,9202,MOONRISE RESORT,8801 EAST MOONRISE LANE # 18,FLORAL CITY,34436,CITRUS,MOBILE HOME PARK,PRIVATE,PRIVATE,100,8/12/1985,APPROVED, ,DE46218, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [8801 E MOONRISE LN, FLORAL CITY, FLORIDA, 34436]",28.77151756,-82.28961095,17RLM7411183354,https://www.google.com/maps/place/17RLM7411183354,1171,MOONRISE RESORT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-86.56837265,30.43750116,1172,PRMY002199,7317,MOORE'S MOBILE HOME PARK,15 9TH AVENUE,SHALIMAR,32579,OKALOOSA,MOBILE HOME PARK,PRIVATE,PRIVATE,13,10/9/1985,APPROVED, ,DE00013564, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 90.92, [15 9TH ST, SHALIMAR, FLORIDA, 32579]",30.43750116,-86.56837265,16REU4144667345,https://www.google.com/maps/place/16REU4144667345,1172,MOORE'S MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-85.64278153,30.19215281,1173,PRMY003594,7818,MOORE'S TRAILER PARK,1026 E 24TH PLAZA,PANAMA CITY,32405,BAY,MOBILE HOME PARK,PRIVATE,PRIVATE,23,9/13/2000,APPROVED, ,DE00021829, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [1026 E 24TH PLZ, PANAMA CITY, FLORIDA, 32405]",30.19215282,-85.64278153,16RFU3065440856,https://www.google.com/maps/place/16RFU3065440856,1173,MOORE'S TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-83.02818858,30.31536989,1174,PRMY002941,7583,MORGAN'S TRAILER PARK,13580 US HWY 90 W,LIVE OAK,32060,SUWANNEE,MOBILE HOME PARK,PRIVATE,PRIVATE,17,7/29/1987,APPROVED, ,DE00015033, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 92.43, [13580 US-90, LIVE OAK, FLORIDA, 32060]",30.31536989,-83.02818858,17RLP0498755474,https://www.google.com/maps/place/17RLP0498755474,1174,MORGAN'S TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.88822499,28.85841442,1175,PRMZ000716,8467,MORGANS MHP,04056 PICCIOLA RD,FRUITLAND PARK,34731,LAKE,MOBILE HOME PARK,PRIVATE,PRIVATE,58,2/14/1986,APPROVED, ,DE45671, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [4056 PICCIOLA RD, FRUITLAND PARK, FLORIDA, 34731]",28.85841442,-81.88822499,17RMM1336792623,https://www.google.com/maps/place/17RMM1336792623,1175,MORGANS MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.04633958,29.05176315,1176,PRMY002063,7254,MORNING LIGHT MHP,11745 S HIGHWAY 301,BELLEVIEW,34420,MARION,MOBILE HOME PARK,PRIVATE,PRIVATE,14,3/27/1987,APPROVED, ,DE43549,C/O SEAN TSAI,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 96.67, [11745 US-301 N, BELLEVIEW, FLORIDA, 34420]",29.05176315,-82.04633958,17RLN9813414172,https://www.google.com/maps/place/17RLN9813414172,1176,MORNING LIGHT MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.45241973,26.76157098,1177,PRMZ000686,8441,MOSS LANDING MANUFACTURED HOME COMMUNITY,900 AQUA ISLES BLVD,LABELLE,33935,HENDRY,MOBILE HOME PARK,PRIVATE,PRIVATE,225,6/23/1986,APPROVED, ,DE46060,ATTN: AQUA ISLES ADULT MHP,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [900 AQUA ISLES BLVD, LABELLE, FLORIDA, 33935]",26.76157098,-81.45241973,17RMK5501960107,https://www.google.com/maps/place/17RMK5501960107,1177,MOSS LANDING MANUFACTURED HOME COMMUNITY,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.32355479,28.83095395,1178,PRMZ001257,8940,MOSS OAKS MOBILE HOME PARK,327 US HWY 41 S,INVERNESS,34450,CITRUS,MOBILE HOME PARK,PRIVATE,PRIVATE,58,9/23/1985,APPROVED, ,DE00020127, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [327 US HIGHWAY 41 S, INVERNESS, FLORIDA, 34450]",28.83095396,-82.32355479,17RLM7087089976,https://www.google.com/maps/place/17RLM7087089976,1178,MOSS OAKS MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.09841841,29.11840417,1179,PRMZ001277,8960,MOSSLEY OAKS MOBILE HOME PARK,6912 SOUTH PINE AVE,OCALA,34480,MARION,MOBILE HOME PARK,PRIVATE,PRIVATE,3,9/23/1985,APPROVED, ,DE45602, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [6912 S PINE AVE, OCALA, FLORIDA, 34480]",29.11840418,-82.09841841,17RLN9313321602,https://www.google.com/maps/place/17RLN9313321602,1179,MOSSLEY OAKS MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.22964544,27.35451528,1180,PRMY002661,7468,MOSSY COVE FISH CLUB,3 MOSSY COVE DRIVE,LORIDA,33857,HIGHLANDS,MOBILE HOME PARK,PRIVATE,PRIVATE,17,2/9/1989,APPROVED, ,DE43499,C/O DONNA DEMARTINO,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [3 MOSSY COVE DR, LORIDA, FLORIDA, 33857]",27.35451528,-81.22964544,17RML7728825723,https://www.google.com/maps/place/17RML7728825723,1180,MOSSY COVE FISH CLUB,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.68511625,26.68052559,1181,PRMY002566,7408,MOTES MOBILE HOME PARK,600 SW 16TH ST,BELLE GLADE,33430,PALM BEACH,MOBILE HOME PARK,PRIVATE,PRIVATE,13,9/12/1985,APPROVED, ,DE42050, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [600 SW 16TH ST, BELLE GLADE, FLORIDA, 33430]",26.68052559,-80.68511625,17RNK3132951090,https://www.google.com/maps/place/17RNK3132951090,1181,MOTES MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.32784049,29.81479262,1182,PRMZ001493,9144,MOULTRIE OAKS MOBILE HOME PARK,245 WILDWOOD DR,ST AUGUSTINE,32086,ST JOHNS,MOBILE HOME PARK,PRIVATE,PRIVATE,217,6/29/1987,APPROVED, ,DE46215, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [245 WILDWOOD DR, ST AUGUSTINE, FLORIDA, 32086]",29.81479262,-81.32784049,17RMN6832298308,https://www.google.com/maps/place/17RMN6832298308,1182,MOULTRIE OAKS MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.26103905,27.93656067,1183,PRMZ000071,7907,MOUNT CARMEL RIDGE,113 S MOUNT CARMEL RD,BRANDON,33511,HILLSBOROUGH,MOBILE HOME PARK,PRIVATE,PRIVATE,211,4/10/1985,APPROVED, ,DE44122, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [113 S MT CARMEL RD, BRANDON, FLORIDA, 33511]",27.93656067,-82.26103905,17RLL7593390815,https://www.google.com/maps/place/17RLL7593390815,1183,MOUNT CARMEL RIDGE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.58554794,28.25982171,1184,PRMZ000120,7951,MOUSE MOUNTAIN MOBILE HOME PARK,7500 OSCEOLA POLK LINE RD,DAVENPORT,33837,POLK,MOBILE HOME PARK,PRIVATE,PRIVATE,43,9/25/1985,APPROVED, ,DE00020119,"C/O PASTER, RAY, & COHEN, P.A.",GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 92.08, [7500 OSCEOLA POLK LINE RD, DAVENPORT, FLORIDA, 33896]",28.25982171,-81.58554795,17RMM4256626124,https://www.google.com/maps/place/17RMM4256626124,1184,MOUSE MOUNTAIN MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.29874667,27.04220744,1185,PRMZ001558,9203,MYAKKA MH COURT,9055 S TAMIAMI TR,VENICE,34293,SARASOTA,MOBILE HOME PARK,PRIVATE,PRIVATE,73,8/29/1985,APPROVED,DELINQUENT,DE41900,C/O ELIO & SUE COVELLI,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 92.43, [9055 TAMIAMI TRL S, VENICE, FLORIDA, 34293]",27.04220744,-82.29874667,17RLK7118691774,https://www.google.com/maps/place/17RLK7118691774,1185,MYAKKA MH COURT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.72738079,26.11154117,1186,PRMZ001764,9384,NAPLES ESTATES,400 PALM HAVEN BLVD,NAPLES,34112,COLLIER,MOBILE HOME PARK,PRIVATE,PRIVATE,484,2/26/1987,APPROVED, ,DE00022318,C/O CAL-AM PROPERTIES INC,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [400 PALM HAVEN BLVD, NAPLES, FLORIDA, 34112]",26.11154117,-81.72738079,17RMJ2727388240,https://www.google.com/maps/place/17RMJ2727388240,1186,NAPLES ESTATES,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.79959959,26.1790617,1187,PRMZ001813,9425,NAPLES MOBILE HOME PARK,2630 9TH ST N,NAPLES,34103,COLLIER,MOBILE HOME PARK,PRIVATE,PRIVATE,146,12/3/1987,APPROVED, ,DE43434, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2630 9TH ST N, NAPLES, FLORIDA, 34103]",26.1790617,-81.79959959,17RMJ2009895760,https://www.google.com/maps/place/17RMJ2009895760,1187,NAPLES MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.82730083,30.27704679,1188,PRMZ003146,9685,NAPOLI MHP LLC,10201 NORMANDY BLVD,JACKSONVILLE,32221,DUVAL,MOBILE HOME PARK,PRIVATE,PRIVATE,17,10/16/1995,APPROVED,DELINQUENT,DE45825, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [10201 NORMANDY BLVD, JACKSONVILLE, FLORIDA, 32221]",30.2770468,-81.82730083,17RMP2043049775,https://www.google.com/maps/place/17RMP2043049775,1188,NAPOLI MHP LLC,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.35970032,28.0109427,1189,PRMY003135,7671,NASRALLAH MHP,8601 E SLIGH AVE,TAMPA,33610,HILLSBOROUGH,MOBILE HOME PARK,PRIVATE,PRIVATE,12,9/10/1987,APPROVED, ,DE00015668, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [8601 E SLIGH AVE, TAMPA, FLORIDA, 33610]",28.01094271,-82.35970032,17RLL6631799160,https://www.google.com/maps/place/17RLL6631799160,1189,NASRALLAH MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
